Pathogen,PathogenTaxID,PHEIC risk,Disease_name,HostTaxID,Host,PathogenClass,PathogenOrder,PathogenFamily,PathogenGenus,HostPhylum,HostClass,HostFamily,HostOrder,DetectionMethod,high_quality_detection,downstream_default_include,downstream_review_reason,MainSource,PathogenType,in_gibb_etal,in_empres_i
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,99867,Urocitellus undulatus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,sciuridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,100859,Vanellus vanellus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,charadriidae,charadriiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,105296,Apodemus speciosus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,121423,Phoenicurus phoenicurus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,muscicapidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,125297,Bombycilla garrulus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,bombycillidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,156567,Periparus ater,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,paridae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,160760,Spinus spinus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,fringillidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,175930,Carpodacus erythrinus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,fringillidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,181096,Corvus cornix,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,183177,Dendrocopos major,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,picidae,piciformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,229100,Calliope calliope,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,muscicapidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,262051,apodemus pallipes,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,329629,Cricetulus barabensis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cricetidae,rodentia,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,329629,Cricetulus barabensis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cricetidae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,357736,Turdus pilaris,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,turdidae,passeriformes,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,391696,Luscinia luscinia,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,muscicapidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,400184,alticola argentatus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,411526,Turdus iliacus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,turdidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,447135,Myodes glareolus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,447135,Myodes glareolus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,470139,Alexandromys maximowiczii,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cricetidae,rodentia,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,537920,Clethrionomys rutilus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cricetidae,rodentia,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,537920,Clethrionomys rutilus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cricetidae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,1052165,Erinaceus roumanicus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,erinaceidae,eulipotyphla,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,1155787,Tetrastes bonasia,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,phasianidae,galliformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,1665529,microtus ilaeus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,2162900,Alexandromys oeconomus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cricetidae,rodentia,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,2162900,Alexandromys oeconomus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cricetidae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,2929754,Myodes rufocanus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,2929754,Myodes rufocanus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,3371160,Stenocranius gregalis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cricetidae,rodentia,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,11084,High,Tick-borne encephalitis,3371160,Stenocranius gregalis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cricetidae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,8839,Anas platyrhynchos,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,anatidae,anseriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,8932,Columba livia,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,columbidae,columbiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,9546,Macaca sylvanus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cercopithecidae,primates,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,9606,Homo sapiens,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,9612,Canis lupus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,canidae,carnivora,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,9615,Canis lupus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,canidae,carnivora,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,9796,Equus caballus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,equidae,perissodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,9823,Sus scrofa,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,suidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,9858,Capreolus capreolus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cervidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,9860,Cervus elaphus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cervidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,9913,Bos taurus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,bovidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,9925,Capra hircus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,bovidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,9940,Ovis aries,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,bovidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,10090,Mus musculus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,10095,Mus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,10129,Apodemus sylvaticus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,30538,Vicugna pacos,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,34869,Rupicapra rupicapra,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,bovidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,34924,Pica pica,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,corvidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,37600,Carduelis carduelis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,fringillidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,39030,Apodemus agrarius,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,42254,Sorex araneus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,soricidae,eulipotyphla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,45807,Motacilla alba,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,motacillidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,47230,Microtus arvalis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cricetidae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,48150,Phylloscopus collybita,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,phylloscopidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,48895,Poecile montanus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,paridae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,54292,Apodemus flavicollis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,56435,Phylloscopus proregulus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,phylloscopidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,64680,Tamias sibiricus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,64802,Loxia curvirostra,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,fringillidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,68474,Acrocephalus dumetorum,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,acrocephalidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,75838,Spatula clypeata,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,anatidae,anseriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,93163,Marmota himalayana,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,sciuridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,99867,Urocitellus undulatus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,sciuridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,100897,Alexandromys fortis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cricetidae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,105296,Apodemus speciosus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,121423,Phoenicurus phoenicurus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,muscicapidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,127875,Cinclus cinclus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,cinclidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,130819,Ochotona alpina,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,ochotonidae,lagomorpha,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,130898,Rupicapra rupicapra,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,bovidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,175947,Pinicola enucleator,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,fringillidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,183177,Dendrocopos major,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,picidae,piciformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,329629,Cricetulus barabensis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cricetidae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,357736,Turdus pilaris,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,turdidae,passeriformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,447135,Myodes glareolus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,470139,Alexandromys maximowiczii,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cricetidae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,537919,Microtus rossiaemeridionalis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cricetidae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,537920,Clethrionomys rutilus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cricetidae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,798066,Alexandromys maximowiczii,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cricetidae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,1155787,Tetrastes bonasia,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,aves,phasianidae,galliformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,2162900,Alexandromys oeconomus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cricetidae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,2929754,Myodes rufocanus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus encephalitidis,3052465,High,Tick-borne encephalitis,3371160,Stenocranius gregalis,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,mammalia,cricetidae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthoflavivirus nilense,11082,High,West Nile fever,8406,Pelophylax ridibundus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,amphibia,ranidae,anura,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,TRUE,TRUE
Orthoflavivirus nilense,11082,High,West Nile fever,8406,Pelophylax ridibundus,flasuviricetes,amarillovirales,flaviviridae,orthoflavivirus,chordata,amphibia,ranidae,anura,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,TRUE
