matched_who_host,vector_species_analysis,vector_species_needs_review,matched_who_host_tax_id,matched_who_host_class,matched_who_host_order,matched_who_host_family,vector_name_taxonomy_examples,source_platform_examples,source_dataset_examples,interaction_type_examples,country_examples,review_reason_examples,record_count
Capra hircus,Haemaphysalis leachi,FALSE,9925,mammalia,artiodactyla,bovidae,Haemaphysalis leachi,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Rwanda; Sierra Leone; South Africa; Zambia",,6
Capra hircus,Haemaphysalis longicornis,FALSE,9925,mammalia,artiodactyla,bovidae,Haemaphysalis longicornis,VectorMap,TickMap,on_host_occurrence,United States of America,,16
Capra hircus,Haemaphysalis parmata,FALSE,9925,mammalia,artiodactyla,bovidae,Haemaphysalis parmata,VectorMap,TickMap,on_host_occurrence,Cameroon; Cote D'Ivoire,,2
Capra hircus,Haemaphysalis parva,FALSE,9925,mammalia,artiodactyla,bovidae,Haemaphysalis parva,VectorMap,TickMap,on_host_occurrence,Libyan Arab Jamahiriya,,2
Capra hircus,Haemaphysalis silacea,FALSE,9925,mammalia,artiodactyla,bovidae,Haemaphysalis silacea,VectorMap,TickMap,on_host_occurrence,South Africa,,1
Capra hircus,Haemaphysalis sulcata,FALSE,9925,mammalia,artiodactyla,bovidae,Haemaphysalis sulcata,VectorMap,TickMap,on_host_occurrence,Morocco,,1
Capra hircus,Hyalomma anatolicum,FALSE,9925,mammalia,artiodactyla,bovidae,Hyalomma anatolicum,VectorMap,TickMap,on_host_occurrence,Sudan,,8
Capra hircus,Hyalomma dromedarii,FALSE,9925,mammalia,artiodactyla,bovidae,Hyalomma dromedarii,VectorMap,TickMap,on_host_occurrence,Djibouti; Sudan,,2
Capra hircus,Hyalomma excavatum,FALSE,9925,mammalia,artiodactyla,bovidae,Hyalomma excavatum,VectorMap,TickMap,on_host_occurrence,Djibouti; Libyan Arab Jamahiriya,,2
Capra hircus,Hyalomma impeltatum,FALSE,9925,mammalia,artiodactyla,bovidae,Hyalomma impeltatum,VectorMap,TickMap,on_host_occurrence,Mauritania; Morocco; Senegal,,4
Capra hircus,Hyalomma impressum,FALSE,9925,mammalia,artiodactyla,bovidae,Hyalomma impressum,VectorMap,TickMap,on_host_occurrence,South Africa,,1
Capra hircus,Hyalomma marginatum,FALSE,9925,mammalia,artiodactyla,bovidae,Hyalomma marginatum,VectorMap,TickMap,on_host_occurrence,Kenya; Morocco,,3
Capra hircus,Hyalomma rufipes,FALSE,9925,mammalia,artiodactyla,bovidae,Hyalomma rufipes,VectorMap,TickMap,on_host_occurrence,South Africa; Sudan; Zambia,,3
Capra hircus,Hyalomma truncatum,FALSE,9925,mammalia,artiodactyla,bovidae,Hyalomma truncatum,VectorMap,TickMap,on_host_occurrence,"Botswana; Congo, The Democratic Republic of The; Djibouti; Kenya; Nigeria; Senegal; South Africa; Sudan; Zambia",,20
Capra hircus,Ixodes cumulatimpunctatus,FALSE,9925,mammalia,artiodactyla,bovidae,Ixodes cumulatimpunctatus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,1
Capra hircus,Ixodes lewisi,FALSE,9925,mammalia,artiodactyla,bovidae,Ixodes lewisi,VectorMap,TickMap,on_host_occurrence,Kenya,,1
Capra hircus,Ixodes muniensis,FALSE,9925,mammalia,artiodactyla,bovidae,Ixodes muniensis,VectorMap,TickMap,on_host_occurrence,Cote D'Ivoire; Rwanda,,2
Capra hircus,Ixodes pilosus,FALSE,9925,mammalia,artiodactyla,bovidae,Ixodes pilosus,VectorMap,TickMap,on_host_occurrence,South Africa,,1
Capra hircus,Ixodes rasus,FALSE,9925,mammalia,artiodactyla,bovidae,Ixodes rasus,VectorMap,TickMap,on_host_occurrence,Cote D'Ivoire,,1
Capra hircus,Ixodes rubicundus,FALSE,9925,mammalia,artiodactyla,bovidae,Ixodes rubicundus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; South Africa",,3
Capra hircus,Mansonia uniformis,FALSE,9925,mammalia,artiodactyla,bovidae,Mansonia uniformis,VectorMap,BloodMealMap,blood_meal,Japan,,1
Capra hircus,Ochlerotatus camptorhynchus,FALSE,9925,mammalia,artiodactyla,bovidae,Ochlerotatus camptorhynchus,MapVEu,MapVEu,blood_meal,Australia,,2
Capra hircus,Ornithodoros moubata,FALSE,9925,mammalia,artiodactyla,bovidae,Ornithodoros moubata,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,1
Capra hircus,Rhipicentor bicornis,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicentor bicornis,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,1
Capra hircus,Rhipicephalus appendiculatus,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus appendiculatus,VectorMap,TickMap,on_host_occurrence,"Burundi; Congo, The Democratic Republic of The; Kenya; Mozambique; Rwanda; South Africa; Sudan; Uganda; Zambia",,17
Capra hircus,Rhipicephalus bequaerti,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus bequaerti,VectorMap,TickMap,on_host_occurrence,Rwanda; Sudan,,2
Capra hircus,Rhipicephalus bursa,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus bursa,VectorMap,TickMap,on_host_occurrence,Morocco,,3
Capra hircus,Rhipicephalus capensis,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus capensis,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,1
Capra hircus,Rhipicephalus compositus,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus compositus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Zambia",,2
Capra hircus,Rhipicephalus decoloratus,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus decoloratus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Cote D'Ivoire; Senegal; South Africa; Zambia",,5
Capra hircus,Rhipicephalus evertsi,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus evertsi; Rhipicephalus evertsi evertsi,VectorMap,TickMap,on_host_occurrence,"Djibouti; Mali; Senegal; South Africa; Sudan; Tanzania, United Republic of; Uganda; Zambia",,31
Capra hircus,Rhipicephalus geigyi,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus geigyi,VectorMap,TickMap,on_host_occurrence,Senegal; Sierra Leone,,2
Capra hircus,Rhipicephalus glabroscutatum,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus glabroscutatum,VectorMap,TickMap,on_host_occurrence,South Africa,,16
Capra hircus,Rhipicephalus guilhoni,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus guilhoni,VectorMap,TickMap,on_host_occurrence,Senegal,,1
Capra hircus,Rhipicephalus kochi,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus kochi,VectorMap,TickMap,on_host_occurrence,"Tanzania, United Republic of; Zimbabwe",,9
Capra hircus,Rhipicephalus longicoxatus,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus longicoxatus,VectorMap,TickMap,on_host_occurrence,Djibouti,,1
Capra hircus,Rhipicephalus longus,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus longus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,2
Capra hircus,Rhipicephalus lunulatus,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus lunulatus,VectorMap,TickMap,on_host_occurrence,Senegal; Sierra Leone,,4
Capra hircus,Rhipicephalus microplus,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus microplus,VectorMap,TickMap,on_host_occurrence,Mozambique,,2
Capra hircus,Rhipicephalus muehlensi,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus muehlensi,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,1
Capra hircus,Rhipicephalus muhsamae,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus muhsamae,VectorMap,TickMap,on_host_occurrence,Senegal,,1
Capra hircus,Rhipicephalus nitens,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus nitens,VectorMap,TickMap,on_host_occurrence,South Africa,,1
Capra hircus,Rhipicephalus oculatus,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus oculatus,VectorMap,TickMap,on_host_occurrence,South Africa,,1
Capra hircus,Rhipicephalus pravus,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus pravus,VectorMap,TickMap,on_host_occurrence,Djibouti; Sudan,,3
Capra hircus,Rhipicephalus pulchellus,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus pulchellus,VectorMap,TickMap,on_host_occurrence,"Djibouti; Kenya; Tanzania, United Republic of",,9
Capra hircus,Rhipicephalus sanguineus,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus sanguineus,VectorMap,TickMap,on_host_occurrence,"Burkina Faso; Chad; Congo, The Democratic Republic of The; Djibouti; Libyan Arab Jamahiriya; Mali; Morocco; Sierra Leone; Sudan; Tanzania, United Republic of; Zambia",,25
Capra hircus,Rhipicephalus senegalensis,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus senegalensis,VectorMap,TickMap,on_host_occurrence,"Central African Republic; Congo, The Democratic Republic of The; Guinea-Bissau",,5
Capra hircus,Rhipicephalus simus,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus simus,VectorMap,TickMap,on_host_occurrence,"Botswana; Congo, The Democratic Republic of The; South Africa; Sudan; Zambia",,7
Capra hircus,Rhipicephalus sulcatus,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus sulcatus,VectorMap,TickMap,on_host_occurrence,Botswana; Senegal; Zambia,,3
Capra hircus,Rhipicephalus supertritus,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus supertritus,VectorMap,TickMap,on_host_occurrence,Rwanda,,1
Capra hircus,Rhipicephalus tricuspis,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus tricuspis,VectorMap,TickMap,on_host_occurrence,Zambia,,1
Capra hircus,Rhipicephalus turanicus,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus turanicus,VectorMap,TickMap,on_host_occurrence,Morocco,,1
Capra hircus,Rhipicephalus ziemanni,FALSE,9925,mammalia,artiodactyla,bovidae,Rhipicephalus ziemanni,VectorMap,TickMap,on_host_occurrence,Rwanda; Sierra Leone,,3
Capra hircus,gambiae species complex,TRUE,9925,mammalia,artiodactyla,bovidae,gambiae species complex,MapVEu,MapVEu,blood_meal,Tanzania,vector_complex,2
Capreolus capreolus,Aedes sticticus,FALSE,9858,mammalia,artiodactyla,cervidae,Aedes sticticus,VectorMap,BloodMealMap,blood_meal,Hungary,,1
Capreolus capreolus,Aedes vexans,FALSE,9858,mammalia,artiodactyla,cervidae,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Hungary,,1
Capreolus capreolus,Culex pipiens,FALSE,9858,mammalia,artiodactyla,cervidae,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Iran,,1
Capreolus capreolus,Culiseta annulata,FALSE,9858,mammalia,artiodactyla,cervidae,Culiseta annulata,VectorMap,BloodMealMap,blood_meal,Switzerland,,1
Cardinalis cardinalis,Aedes sticticus,FALSE,98964,aves,passeriformes,cardinalidae,Aedes sticticus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Cardinalis cardinalis,Aedes vexans,FALSE,98964,aves,passeriformes,cardinalidae,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Unites States,,2
Cardinalis cardinalis,Amblyomma americanum,FALSE,98964,aves,passeriformes,cardinalidae,Amblyomma americanum,VectorMap,TickMap,on_host_occurrence,United States of America,,16
Cardinalis cardinalis,Amblyomma maculatum,FALSE,98964,aves,passeriformes,cardinalidae,Amblyomma maculatum,VectorMap,TickMap,on_host_occurrence,United States of America,,16
Cardinalis cardinalis,Culex erraticus,FALSE,98964,aves,passeriformes,cardinalidae,Culex erraticus,VectorMap,BloodMealMap,blood_meal,Unites States,,2
Cardinalis cardinalis,Culex pilosus,FALSE,98964,aves,passeriformes,cardinalidae,Culex pilosus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Cardinalis cardinalis,Culex pipiens,FALSE,98964,aves,passeriformes,cardinalidae,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Unites States,,3
Cardinalis cardinalis,Culex quinquefasciatus,FALSE,98964,aves,passeriformes,cardinalidae,Culex quinquefasciatus,VectorMap,BloodMealMap,blood_meal,Unites States,,3
Cardinalis cardinalis,Culex restuans,FALSE,98964,aves,passeriformes,cardinalidae,Culex restuans,VectorMap,BloodMealMap,blood_meal,Unites States,,3
Cardinalis cardinalis,Culex salinarius,FALSE,98964,aves,passeriformes,cardinalidae,Culex salinarius,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Cardinalis cardinalis,Culex territans,FALSE,98964,aves,passeriformes,cardinalidae,Culex territans,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Cardinalis cardinalis,Culiseta melanura,FALSE,98964,aves,passeriformes,cardinalidae,Culiseta melanura,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,United States; Unites States,,5
Cardinalis cardinalis,Dermacentor variabilis,FALSE,98964,aves,passeriformes,cardinalidae,Dermacentor variabilis,VectorMap,TickMap,on_host_occurrence,United States of America,,8
Cardinalis cardinalis,Haemaphylsalis leporispalustris,FALSE,98964,aves,passeriformes,cardinalidae,Haemaphylsalis leporispalustris,VectorMap,TickMap,on_host_occurrence,United States of America,,8
Cardinalis cardinalis,Haemaphysalis leporispalustris,FALSE,98964,aves,passeriformes,cardinalidae,Haemaphysalis leporispalustris,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,32
Cardinalis cardinalis,Ixodes affinis,FALSE,98964,aves,passeriformes,cardinalidae,Ixodes affinis,VectorMap,TickMap,on_host_occurrence,United States of America,,8
Cardinalis cardinalis,Ixodes dentatus,FALSE,98964,aves,passeriformes,cardinalidae,Ixodes dentatus,VectorMap,TickMap,on_host_occurrence,United States of America,,18
Cardinalis cardinalis,Ixodes scapularis,FALSE,98964,aves,passeriformes,cardinalidae,Ixodes scapularis,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,43
Cardinalis cardinalis,Polygenis gwyni,FALSE,98964,aves,passeriformes,cardinalidae,Polygenis gwyni,VectorMap,FleaMap,on_host_occurrence,United States,,1
Carollia perspicillata,Ornithodoros azteci,FALSE,40233,mammalia,chiroptera,phyllostomidae,Ornithodoros azteci,VectorMap,TickMap,on_host_occurrence,Panama,,2
Carollia perspicillata,Ornithodoros brodyi,FALSE,40233,mammalia,chiroptera,phyllostomidae,Ornithodoros brodyi,VectorMap,TickMap,on_host_occurrence,Panama,,2
Cathartes aura,Culex quinquefasciatus,FALSE,43455,aves,cathartiformes,cathartidae,Culex quinquefasciatus,VectorMap,BloodMealMap,blood_meal,Unites States,,2
Cathartes aura,Culex stigmatosoma,FALSE,43455,aves,cathartiformes,cathartidae,Culex stigmatosoma,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Cathartes aura,Culex tarsalis,FALSE,43455,aves,cathartiformes,cathartidae,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Catharus fuscescens,Culex pipiens,FALSE,159581,aves,passeriformes,turdidae,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Catharus fuscescens,Culex restuans,FALSE,159581,aves,passeriformes,turdidae,Culex restuans,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Catharus fuscescens,Culiseta melanura,FALSE,159581,aves,passeriformes,turdidae,Culiseta melanura,VectorMap,BloodMealMap,blood_meal,Unites States,,2
Catharus fuscescens,Culiseta morsitans,FALSE,159581,aves,passeriformes,turdidae,Culiseta morsitans,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Catharus fuscescens,Haemaphysalis leporispalustris,FALSE,159581,aves,passeriformes,turdidae,Haemaphysalis leporispalustris,VectorMap,TickMap,on_host_occurrence,United States of America,,5
Catharus fuscescens,Ixodes scapularis,FALSE,159581,aves,passeriformes,turdidae,Ixodes scapularis,VectorMap,TickMap,on_host_occurrence,United States of America,,21
Catharus guttatus,Aedes trivittatus,FALSE,9185,aves,passeriformes,turdidae,Aedes trivittatus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Catharus guttatus,Culex stigmatosoma,FALSE,9185,aves,passeriformes,turdidae,Culex stigmatosoma,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Catharus guttatus,Culiseta melanura,FALSE,9185,aves,passeriformes,turdidae,Culiseta melanura,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Catharus guttatus,Haemaphysalis leporispalustris,FALSE,9185,aves,passeriformes,turdidae,Haemaphysalis leporispalustris,VectorMap,TickMap,on_host_occurrence,United States of America,,10
Catharus guttatus,Ixodes brunneus,FALSE,9185,aves,passeriformes,turdidae,Ixodes brunneus,VectorMap,TickMap,on_host_occurrence,United States of America,,24
Catharus guttatus,Ixodes dentatus,FALSE,9185,aves,passeriformes,turdidae,Ixodes dentatus,VectorMap,TickMap,on_host_occurrence,United States of America,,15
Catharus guttatus,Ixodes scapularis,FALSE,9185,aves,passeriformes,turdidae,Ixodes scapularis,VectorMap,TickMap,on_host_occurrence,United States of America,,8
Catharus ustulatus,Amblyomma nodosum,FALSE,91951,aves,passeriformes,turdidae,Amblyomma nodosum,VectorMap,TickMap,on_host_occurrence,United States of America,,8
Catharus ustulatus,Culex pipiens,FALSE,91951,aves,passeriformes,turdidae,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Unites States,,4
Catharus ustulatus,Culex tarsalis,FALSE,91951,aves,passeriformes,turdidae,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Catharus ustulatus,Haemaphylsalis leporispalustris,FALSE,91951,aves,passeriformes,turdidae,Haemaphylsalis leporispalustris,VectorMap,TickMap,on_host_occurrence,United States of America,,8
Catharus ustulatus,Haemaphysalis leporispalustris,FALSE,91951,aves,passeriformes,turdidae,Haemaphysalis leporispalustris,VectorMap,TickMap,on_host_occurrence,United States of America,,36
Catharus ustulatus,Ixodes dentatus,FALSE,91951,aves,passeriformes,turdidae,Ixodes dentatus,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,14
Catharus ustulatus,Ixodes pacificus,FALSE,91951,aves,passeriformes,turdidae,Ixodes pacificus,VectorMap,TickMap,on_host_occurrence,United States of America,,26
Catharus ustulatus,Ixodes scapularis,FALSE,91951,aves,passeriformes,turdidae,Ixodes scapularis,VectorMap,TickMap,on_host_occurrence,United States of America,,29
Cephalophus callipygus,Haemaphysalis parmata,FALSE,129223,,,,Haemaphysalis parmata,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,1
Ceratotherium simum,Aedes vexans,FALSE,9807,mammalia,perissodactyla,rhinocerotidae,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Japan; Unites States,,2
Ceratotherium simum,Amblyomma hebraeum,FALSE,9807,mammalia,perissodactyla,rhinocerotidae,Amblyomma hebraeum,VectorMap,TickMap,on_host_occurrence,South Africa; Zimbabwe,,2
Ceratotherium simum,Amblyomma rhinocerotis,FALSE,9807,mammalia,perissodactyla,rhinocerotidae,Amblyomma rhinocerotis,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; South Africa",,2
Ceratotherium simum,Amblyomma variegatum,FALSE,9807,mammalia,perissodactyla,rhinocerotidae,Amblyomma variegatum,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,1
Ceratotherium simum,Armigeres subalbatus,FALSE,9807,mammalia,perissodactyla,rhinocerotidae,Armigeres subalbatus,VectorMap,BloodMealMap,blood_meal,Japan,,1
Ceratotherium simum,Culex mimeticus,FALSE,9807,mammalia,perissodactyla,rhinocerotidae,Culex mimeticus,VectorMap,BloodMealMap,blood_meal,Japan,,1
Ceratotherium simum,Culex quinquefasciatus,FALSE,9807,mammalia,perissodactyla,rhinocerotidae,Culex quinquefasciatus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Ceratotherium simum,Culex vishnui,FALSE,9807,mammalia,perissodactyla,rhinocerotidae,Culex vishnui,VectorMap,BloodMealMap,blood_meal,Japan,,1
Ceratotherium simum,Dermacentor rhinocerinus,FALSE,9807,mammalia,perissodactyla,rhinocerotidae,Dermacentor rhinocerinus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Zimbabwe",,21
Ceratotherium simum,Rhipicephalus maculatus,FALSE,9807,mammalia,perissodactyla,rhinocerotidae,Rhipicephalus maculatus,VectorMap,TickMap,on_host_occurrence,South Africa,,1
Cercopithecus ascanius,Ixodes rasus,FALSE,36223,mammalia,primates,cercopithecidae,Ixodes rasus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,1
Cerdocyon thous,Ctenocephalides felis,FALSE,9620,mammalia,carnivora,canidae,Ctenocephalides felis,VectorMap,FleaMap,on_host_occurrence,Venezuela,,36
Cervus elaphus,Culex theileri,FALSE,9860,mammalia,artiodactyla,cervidae,Culex theileri,VectorMap,BloodMealMap,blood_meal,ESP,,1
Cervus elaphus,Dermacentor albipictus,FALSE,9860,mammalia,artiodactyla,cervidae,Dermacentor albipictus,VectorMap,TickMap,on_host_occurrence,United States of America,,8
Chenonetta jubata,Culex annulirostris,FALSE,45644,aves,anseriformes,anatidae,Culex annulirostris,VectorMap,BloodMealMap,blood_meal,Australia,,1
Chenonetta jubata,Culex sitiens,FALSE,45644,aves,anseriformes,anatidae,Culex sitiens,VectorMap,BloodMealMap,blood_meal,Australia,,1
Chloris chloris,Culex pipiens,FALSE,37601,aves,passeriformes,fringillidae,Culex pipiens,VectorMap,BloodMealMap,blood_meal,ESP,,1
Chloris chloris,Hyalomma marginatum,FALSE,37601,aves,passeriformes,fringillidae,Hyalomma marginatum,VectorMap,TickMap,on_host_occurrence,Morocco,,1
Chloris chloris,Ixodes frontalis,FALSE,37601,aves,passeriformes,fringillidae,Ixodes frontalis,VectorMap,TickMap,on_host_occurrence,Morocco,,1
Chlorocebus aethiops,Haemaphysalis leachi,FALSE,9534,mammalia,primates,cercopithecidae,Haemaphysalis leachi,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,1
Chlorocebus aethiops,Rhipicephalus sanguineus,FALSE,9534,mammalia,primates,cercopithecidae,Rhipicephalus sanguineus,VectorMap,TickMap,on_host_occurrence,Sudan,,1
Chlorocebus sabaeus,Aedes taylori,FALSE,60711,mammalia,primates,cercopithecidae,Aedes taylori,VectorMap,BloodMealMap,blood_meal,Senegal,,1
