"","disease","type","name1","id","tag","name2","species","subregions","accu","ID","ID2"
"1821","francisella tularensis tularensis","vectors","dermacentor variabilis_dermacentor variabilis_1_subs_21","zs2aamTcxSeR","X:\DRtemp\temp\disease_analyses/dermacentor variabilis_dermacentor variabilis_1_subs_21","dermacentor variabilis_dermacentor variabilis_1;21;","dermacentor variabilis_dermacentor variabilis","21",2,"francisella tularensis tularensis;dermacentor variabilis_dermacentor variabilis;21","francisella tularensis tularensis;dermacentor variabilis_dermacentor variabilis"
"1858","colorado tick","hosts","erethizon_erethizon_1_subs_21","mwry0o0Sh9dj","X:\DRtemp\temp\disease_analyses/erethizon_erethizon_1_subs_21","erethizon_erethizon_1;21;","erethizon_erethizon","21",2,"colorado tick;erethizon_erethizon;21","colorado tick;erethizon_erethizon"
"1861","paragonimus miyazakii","second","eriocheir japonicus_eriocheir japonica_1_subs_30","gu5bAFho7EJX","X:\DRtemp\temp\disease_analyses/eriocheir japonicus_eriocheir japonica_1_subs_30","eriocheir japonicus_eriocheir japonica_1;30;","eriocheir japonicus_eriocheir japonica","30",2,"paragonimus miyazakii;eriocheir japonicus_eriocheir japonica;30","paragonimus miyazakii;eriocheir japonicus_eriocheir japonica"
"1869","western equine encephalitis","hosts","falcipennis_dendragapus_1_subs_21","GeGm59V89uyX","X:\DRtemp\temp\disease_analyses/falcipennis_dendragapus_1_subs_21","falcipennis_dendragapus_1;21;","falcipennis_dendragapus","21",2,"western equine encephalitis;falcipennis_dendragapus;21","western equine encephalitis;falcipennis_dendragapus"
"1882","kyasanur","hosts","funambulus_dremomys_1_subs_34","NOvZIRR8Emnu","X:\DRtemp\temp\disease_analyses/funambulus_dremomys_1_subs_34","funambulus_dremomys_1;34;","funambulus_dremomys","34",2,"kyasanur;funambulus_dremomys;34","kyasanur;funambulus_dremomys"
"1937","rickettsia japonica","hosts","haemaphysalis flava_haemaphysalis campanulata_1_subs_30","jrq096SH5dTK","X:\DRtemp\temp\disease_analyses/haemaphysalis flava_haemaphysalis campanulata_1_subs_30","haemaphysalis flava_haemaphysalis campanulata_1;30;","haemaphysalis flava_haemaphysalis campanulata","30",2,"rickettsia japonica;haemaphysalis flava_haemaphysalis campanulata;30","rickettsia japonica;haemaphysalis flava_haemaphysalis campanulata"
"1940","anaplasma phagocytophilum","vectors","haemaphysalis longicornis_haemaphysalis longicornis_1_subs_30","jR0zPB1bAFh2","X:\DRtemp\temp\disease_analyses/haemaphysalis longicornis_haemaphysalis longicornis_1_subs_30","haemaphysalis longicornis_haemaphysalis longicornis_1;30;","haemaphysalis longicornis_haemaphysalis longicornis","30",2,"anaplasma phagocytophilum;haemaphysalis longicornis_haemaphysalis longicornis;30","anaplasma phagocytophilum;haemaphysalis longicornis_haemaphysalis longicornis"
"1946","ehrlichia ewingii","vectors","haemaphysalis_haemaphysalis_2_subs_21","H82QmOPgCkPR","X:\DRtemp\temp\disease_analyses/haemaphysalis_haemaphysalis_2_subs_21","haemaphysalis_haemaphysalis_2;21;","haemaphysalis_haemaphysalis","21",2,"ehrlichia ewingii;haemaphysalis_haemaphysalis;21","ehrlichia ewingii;haemaphysalis_haemaphysalis"
"1953","rickettsia japonica","hosts","haemaphysalis_haemaphysalis_2_subs_30","4c7U5doKqPyX","X:\DRtemp\temp\disease_analyses/haemaphysalis_haemaphysalis_2_subs_30","haemaphysalis_haemaphysalis_2;30;","haemaphysalis_haemaphysalis","30",2,"rickettsia japonica;haemaphysalis_haemaphysalis;30","rickettsia japonica;haemaphysalis_haemaphysalis"
"1954","kyasanur","vectors","haemaphysalis_haemaphysalis_2_subs_34","GMTuXBYJc3zO","X:\DRtemp\temp\disease_analyses/haemaphysalis_haemaphysalis_2_subs_34","haemaphysalis_haemaphysalis_2;34;","haemaphysalis_haemaphysalis","34",2,"kyasanur;haemaphysalis_haemaphysalis;34","kyasanur;haemaphysalis_haemaphysalis"
"1962","western equine encephalitis","hosts","haemorhous_leucosticte_1_subs_21","Mc0zSj2d1Jmz","X:\DRtemp\temp\disease_analyses/haemorhous_leucosticte_1_subs_21","haemorhous_leucosticte_1;21;","haemorhous_leucosticte","21",2,"western equine encephalitis;haemorhous_leucosticte;21","western equine encephalitis;haemorhous_leucosticte"
"1984","crimean congo hemorrhagic","vectors","hyalomma anatolicum_hyalomma excavatum_1_subs_34","BgDDMVWUztbf","X:\DRtemp\temp\disease_analyses/hyalomma anatolicum_hyalomma excavatum_1_subs_34","hyalomma anatolicum_hyalomma excavatum_1;34;","hyalomma anatolicum_hyalomma excavatum","34",2,"crimean congo hemorrhagic;hyalomma anatolicum_hyalomma excavatum;34","crimean congo hemorrhagic;hyalomma anatolicum_hyalomma excavatum"
"1992","jamestown canyon","vectors","hybomitra lasiophthalma_hybomitra lasiophthalma_1_subs_21","CSiCf1B1Wrg5","X:\DRtemp\temp\disease_analyses/hybomitra lasiophthalma_hybomitra lasiophthalma_1_subs_21","hybomitra lasiophthalma_hybomitra lasiophthalma_1;21;","hybomitra lasiophthalma_hybomitra lasiophthalma","21",2,"jamestown canyon;hybomitra lasiophthalma_hybomitra lasiophthalma;21","jamestown canyon;hybomitra lasiophthalma_hybomitra lasiophthalma"
"11009","sangassou","hosts","hylomyscus alleni_hylomyscus alleni_1_subs_11","dqo5lgXWumHm","X:\DRtemp\temp\disease_analyses/hylomyscus alleni_hylomyscus alleni_1_subs_11","hylomyscus alleni_hylomyscus alleni_1;11;","hylomyscus alleni_hylomyscus alleni","11",2,"sangassou;hylomyscus alleni_hylomyscus alleni;11","sangassou;hylomyscus alleni_hylomyscus alleni"
"11032","colorado tick","hosts","incertae sedis_ictidomys_1_subs_21","U7sCmnx2qN5o","X:\DRtemp\temp\disease_analyses/incertae sedis_ictidomys_1_subs_21","incertae sedis_ictidomys_1;21;","incertae sedis_ictidomys","21",2,"colorado tick;incertae sedis_ictidomys;21","colorado tick;incertae sedis_ictidomys"
"11033","colorado tick","hosts","incertae sedis_notocitellus_1_subs_21","o76xIotSnJPZ","X:\DRtemp\temp\disease_analyses/incertae sedis_notocitellus_1_subs_21","incertae sedis_notocitellus_1;21;","incertae sedis_notocitellus","21",2,"colorado tick;incertae sedis_notocitellus;21","colorado tick;incertae sedis_notocitellus"
"11037","powassan1","vectors","ixodes cookei_ixodes conepati_1_subs_21","Z0x8DrNhqdl2","X:\DRtemp\temp\disease_analyses/ixodes cookei_ixodes conepati_1_subs_21","ixodes cookei_ixodes conepati_1;21;","ixodes cookei_ixodes conepati","21",2,"powassan1;ixodes cookei_ixodes conepati;21","powassan1;ixodes cookei_ixodes conepati"
"11039","coxiella burnetii","vectors","ixodes dentatus_ixodes spinipalpis_1_subs_21","CUGKHdtwhZ7w","X:\DRtemp\temp\disease_analyses/ixodes dentatus_ixodes spinipalpis_1_subs_21","ixodes dentatus_ixodes spinipalpis_1;21;","ixodes dentatus_ixodes spinipalpis","21",2,"coxiella burnetii;ixodes dentatus_ixodes spinipalpis;21","coxiella burnetii;ixodes dentatus_ixodes spinipalpis"
"11043","rickettsia australis","hosts","ixodes holocyclus_ixodes cornuatus_1_subs_53","wVOWhoS2wwMx","X:\DRtemp\temp\disease_analyses/ixodes holocyclus_ixodes cornuatus_1_subs_53","ixodes holocyclus_ixodes cornuatus_1;53;","ixodes holocyclus_ixodes cornuatus","53",2,"rickettsia australis;ixodes holocyclus_ixodes cornuatus;53","rickettsia australis;ixodes holocyclus_ixodes cornuatus"
"11047","borrelia miyamotoi","vectors","ixodes pacificus_ixodes pacificus_1_subs_21","0KrlzG9nsXlL","X:\DRtemp\temp\disease_analyses/ixodes pacificus_ixodes pacificus_1_subs_21","ixodes pacificus_ixodes pacificus_1;21;","ixodes pacificus_ixodes pacificus","21",2,"borrelia miyamotoi;ixodes pacificus_ixodes pacificus;21","borrelia miyamotoi;ixodes pacificus_ixodes pacificus"
"11048","ehrlichia ewingii","vectors","ixodes pacificus_ixodes pacificus_1_subs_21","19J2wHqa3jDr","X:\DRtemp\temp\disease_analyses/ixodes pacificus_ixodes pacificus_1_subs_21","ixodes pacificus_ixodes pacificus_1;21;","ixodes pacificus_ixodes pacificus","21",2,"ehrlichia ewingii;ixodes pacificus_ixodes pacificus;21","ehrlichia ewingii;ixodes pacificus_ixodes pacificus"
"11050","anaplasma phagocytophilum","vectors","ixodes pacificus_ixodes pacificus_1_subs_21","4w3Dkb8kL3aV","X:\DRtemp\temp\disease_analyses/ixodes pacificus_ixodes pacificus_1_subs_21","ixodes pacificus_ixodes pacificus_1;21;","ixodes pacificus_ixodes pacificus","21",2,"anaplasma phagocytophilum;ixodes pacificus_ixodes pacificus;21","anaplasma phagocytophilum;ixodes pacificus_ixodes pacificus"
"11054","borrelia burgdorferi","vectors","ixodes pacificus_ixodes pacificus_1_subs_21","Ez5veyZ7Zstu","X:\DRtemp\temp\disease_analyses/ixodes pacificus_ixodes pacificus_1_subs_21","ixodes pacificus_ixodes pacificus_1;21;","ixodes pacificus_ixodes pacificus","21",2,"borrelia burgdorferi;ixodes pacificus_ixodes pacificus;21","borrelia burgdorferi;ixodes pacificus_ixodes pacificus"
"11055","ehrlichia chaffeensis","vectors","ixodes pacificus_ixodes pacificus_1_subs_21","gFdKU4DwFAgJ","X:\DRtemp\temp\disease_analyses/ixodes pacificus_ixodes pacificus_1_subs_21","ixodes pacificus_ixodes pacificus_1;21;","ixodes pacificus_ixodes pacificus","21",2,"ehrlichia chaffeensis;ixodes pacificus_ixodes pacificus;21","ehrlichia chaffeensis;ixodes pacificus_ixodes pacificus"
"11065","ehrlichia ewingii","vectors","ixodes ricinus_ixodes ovatus_1_subs_21","27X80VGsUjkO","X:\DRtemp\temp\disease_analyses/ixodes ricinus_ixodes ovatus_1_subs_21","ixodes ricinus_ixodes ovatus_1;21;","ixodes ricinus_ixodes ovatus","21",2,"ehrlichia ewingii;ixodes ricinus_ixodes ovatus;21","ehrlichia ewingii;ixodes ricinus_ixodes ovatus"
"11086","borrelia miyamotoi","vectors","ixodes scapularis_rhipicephalus bursa_1_subs_21","aa04IefZvuZU","X:\DRtemp\temp\disease_analyses/ixodes scapularis_rhipicephalus bursa_1_subs_21","ixodes scapularis_rhipicephalus bursa_1;21;","ixodes scapularis_rhipicephalus bursa","21",2,"borrelia miyamotoi;ixodes scapularis_rhipicephalus bursa;21","borrelia miyamotoi;ixodes scapularis_rhipicephalus bursa"
"11087","deer tick","vectors","ixodes scapularis_rhipicephalus bursa_1_subs_21","peBtPMfoNBcg","X:\DRtemp\temp\disease_analyses/ixodes scapularis_rhipicephalus bursa_1_subs_21","ixodes scapularis_rhipicephalus bursa_1;21;","ixodes scapularis_rhipicephalus bursa","21",2,"deer tick;ixodes scapularis_rhipicephalus bursa;21","deer tick;ixodes scapularis_rhipicephalus bursa"
"11089","powassan3","vectors","ixodes scapularis_rhipicephalus bursa_1_subs_21","WNvZqzBbNpjz","X:\DRtemp\temp\disease_analyses/ixodes scapularis_rhipicephalus bursa_1_subs_21","ixodes scapularis_rhipicephalus bursa_1;21;","ixodes scapularis_rhipicephalus bursa","21",2,"powassan3;ixodes scapularis_rhipicephalus bursa;21","powassan3;ixodes scapularis_rhipicephalus bursa"
"11091","rickettsia australis","hosts","ixodes tasmani_ixodes tasmani_1_subs_53","186R8DtQ19T7","X:\DRtemp\temp\disease_analyses/ixodes tasmani_ixodes tasmani_1_subs_53","ixodes tasmani_ixodes tasmani_1;53;","ixodes tasmani_ixodes tasmani","53",2,"rickettsia australis;ixodes tasmani_ixodes tasmani;53","rickettsia australis;ixodes tasmani_ixodes tasmani"
"11100","powassan2","vectors","ixodes_rhipicephalus_2_subs_21","pvMtIaehW9yn","X:\DRtemp\temp\disease_analyses/ixodes_rhipicephalus_2_subs_21","ixodes_rhipicephalus_2;21;","ixodes_rhipicephalus","21",2,"powassan2;ixodes_rhipicephalus;21","powassan2;ixodes_rhipicephalus"
"11104","babesia microti japanese","vectors","ixodes_rhipicephalus_2_subs_30","sOhvCdxXlIqt","X:\DRtemp\temp\disease_analyses/ixodes_rhipicephalus_2_subs_30","ixodes_rhipicephalus_2;30;","ixodes_rhipicephalus","30",2,"babesia microti japanese;ixodes_rhipicephalus;30","babesia microti japanese;ixodes_rhipicephalus"
"11162","orientia chuto","hosts","leptotrombidium_leptotrombidium_3_subs_30","5qXFfaCHxf1N","X:\DRtemp\temp\disease_analyses/leptotrombidium_leptotrombidium_3_subs_30","leptotrombidium_leptotrombidium_3;30;","leptotrombidium_leptotrombidium","30",2,"orientia chuto;leptotrombidium_leptotrombidium;30","orientia chuto;leptotrombidium_leptotrombidium"
"11163","snowshoe hare","hosts","lepus americanus_lepus americanus_1_subs_21","nIsNoMRPR0m6","X:\DRtemp\temp\disease_analyses/lepus americanus_lepus americanus_1_subs_21","lepus americanus_lepus americanus_1;21;","lepus americanus_lepus americanus","21",2,"snowshoe hare;lepus americanus_lepus americanus;21","snowshoe hare;lepus americanus_lepus americanus"
"11251","kyasanur","hosts","macaca_macaca_1_subs_34","phyFRAUD5xpa","X:\DRtemp\temp\disease_analyses/macaca_macaca_1_subs_34","macaca_macaca_1;34;","macaca_macaca","34",2,"kyasanur;macaca_macaca;34","kyasanur;macaca_macaca"
"11252","plasmodium knowlesi","hosts","macaca_macaca_1_subs_35","JEtz9vKbmdNs","X:\DRtemp\temp\disease_analyses/macaca_macaca_1_subs_35","macaca_macaca_1;35;","macaca_macaca","35",2,"plasmodium knowlesi;macaca_macaca;35","plasmodium knowlesi;macaca_macaca"
"11254","reston","hosts","macaca_macaca_1_subs_35","WZjPdKQYAYNI","X:\DRtemp\temp\disease_analyses/macaca_macaca_1_subs_35","macaca_macaca_1;35;","macaca_macaca","35",2,"reston;macaca_macaca;35","reston;macaca_macaca"
"11273","venezuelan equine encephalitis","vectors","mansonia dyari_mansonia dyari_1_subs_13","6etQLefJefd7","X:\DRtemp\temp\disease_analyses/mansonia dyari_mansonia dyari_1_subs_13","mansonia dyari_mansonia dyari_1;13;","mansonia dyari_mansonia dyari","13",2,"venezuelan equine encephalitis;mansonia dyari_mansonia dyari;13","venezuelan equine encephalitis;mansonia dyari_mansonia dyari"
"11284","brugia malayi","vectors","mansonia_coquillettidia_1_subs_35","aHyfe9kTrPXD","X:\DRtemp\temp\disease_analyses/mansonia_coquillettidia_1_subs_35","mansonia_coquillettidia_1;35;","mansonia_coquillettidia","35",2,"brugia malayi;mansonia_coquillettidia;35","brugia malayi;mansonia_coquillettidia"
"11290","brugia malayi","vectors","mansonia_orthopodomyia_1_subs_35","UwBk9LRjfC75","X:\DRtemp\temp\disease_analyses/mansonia_orthopodomyia_1_subs_35","mansonia_orthopodomyia_1;35;","mansonia_orthopodomyia","35",2,"brugia malayi;mansonia_orthopodomyia;35","brugia malayi;mansonia_orthopodomyia"
"11301","powassan1","hosts","marmota monax_mus monax_1_subs_21","7nMeGBPRtKQI","X:\DRtemp\temp\disease_analyses/marmota monax_mus monax_1_subs_21","marmota monax_mus monax_1;21;","marmota monax_mus monax","21",2,"powassan1;marmota monax_mus monax;21","powassan1;marmota monax_mus monax"
"11302","francisella tularensis tularensis","hosts","marmota_marmota_1_subs_21","Dok81ZLwyiIy","X:\DRtemp\temp\disease_analyses/marmota_marmota_1_subs_21","marmota_marmota_1;21;","marmota_marmota","21",2,"francisella tularensis tularensis;marmota_marmota;21","francisella tularensis tularensis;marmota_marmota"
"11303","colorado tick","hosts","marmota_marmota_1_subs_21","IZsvqC5Xqba3","X:\DRtemp\temp\disease_analyses/marmota_marmota_1_subs_21","marmota_marmota_1;21;","marmota_marmota","21",2,"colorado tick;marmota_marmota;21","colorado tick;marmota_marmota"
"11321","mobala","hosts","mastomys_stenocephalemys_1_subs_17","0WWG01hsnpaA","X:\DRtemp\temp\disease_analyses/mastomys_stenocephalemys_1_subs_17","mastomys_stenocephalemys_1;17;","mastomys_stenocephalemys","17",2,"mobala;mastomys_stenocephalemys;17","mobala;mastomys_stenocephalemys"
"11352","bloodland lake","hosts","microtus ochrogaster_microtus ochrogaster_1_subs_21","GQuICAGoYIEo","X:\DRtemp\temp\disease_analyses/microtus ochrogaster_microtus ochrogaster_1_subs_21","microtus ochrogaster_microtus ochrogaster_1;21;","microtus ochrogaster_microtus ochrogaster","21",2,"bloodland lake;microtus ochrogaster_microtus ochrogaster;21","bloodland lake;microtus ochrogaster_microtus ochrogaster"
"11355","prospect hill","hosts","microtus pennsylvanicus_microtus pennsylvanicus_1_subs_21","7IRxXG4YF757","X:\DRtemp\temp\disease_analyses/microtus pennsylvanicus_microtus pennsylvanicus_1_subs_21","microtus pennsylvanicus_microtus pennsylvanicus_1;21;","microtus pennsylvanicus_microtus pennsylvanicus","21",2,"prospect hill;microtus pennsylvanicus_microtus pennsylvanicus;21","prospect hill;microtus pennsylvanicus_microtus pennsylvanicus"
"11356","isla vista","hosts","microtus pennsylvanicus_microtus pennsylvanicus_1_subs_21","gyJ272l8vg2J","X:\DRtemp\temp\disease_analyses/microtus pennsylvanicus_microtus pennsylvanicus_1_subs_21","microtus pennsylvanicus_microtus pennsylvanicus_1;21;","microtus pennsylvanicus_microtus pennsylvanicus","21",2,"isla vista;microtus pennsylvanicus_microtus pennsylvanicus;21","isla vista;microtus pennsylvanicus_microtus pennsylvanicus"
"11406","muju","hosts","myodes rufocanus_myodes rufocanus_2_subs_30","PyLGZ2jd48ig","X:\DRtemp\temp\disease_analyses/myodes rufocanus_myodes rufocanus_2_subs_30","myodes rufocanus_myodes rufocanus_2;30;","myodes rufocanus_myodes rufocanus","30",2,"muju;myodes rufocanus_myodes rufocanus;30","muju;myodes rufocanus_myodes rufocanus"
"11415","muju","hosts","myodes_lemmus_2_subs_30","DcNEl4fCh2RT","X:\DRtemp\temp\disease_analyses/myodes_lemmus_2_subs_30","myodes_lemmus_2;30;","myodes_lemmus","30",2,"muju;myodes_lemmus;30","muju;myodes_lemmus"
"11420","histoplasma capsulatum","hosts","myotis austroriparius_vespertilio austroriparius_1_subs_21","c9rqH0asv9tk","X:\DRtemp\temp\disease_analyses/myotis austroriparius_vespertilio austroriparius_1_subs_21","myotis austroriparius_vespertilio austroriparius_1;21;","myotis austroriparius_vespertilio austroriparius","21",2,"histoplasma capsulatum;myotis austroriparius_vespertilio austroriparius;21","histoplasma capsulatum;myotis austroriparius_vespertilio austroriparius"
"11430","histoplasma capsulatum","hosts","myotis grisescens_myotis grisescens_1_subs_21","3qHyNPQeaHCl","X:\DRtemp\temp\disease_analyses/myotis grisescens_myotis grisescens_1_subs_21","myotis grisescens_myotis grisescens_1;21;","myotis grisescens_myotis grisescens","21",2,"histoplasma capsulatum;myotis grisescens_myotis grisescens;21","histoplasma capsulatum;myotis grisescens_myotis grisescens"
"11450","paragonimus miyazakii","second","neoeriocheir_hemigrapsus_2_subs_30","85SF4jMu95Gq","X:\DRtemp\temp\disease_analyses/neoeriocheir_hemigrapsus_2_subs_30","neoeriocheir_hemigrapsus_2;30;","neoeriocheir_hemigrapsus","30",2,"paragonimus miyazakii;neoeriocheir_hemigrapsus;30","paragonimus miyazakii;neoeriocheir_hemigrapsus"
