fff,name,countries,group,group2,disease,all_host,host_type,secondary,secondary_type,all_vectors,vector_type,Type,CFR.low,CFR.high,cases_per_year,GROUP,TYPE,Modelled_as,notes,amplified,h2h,Vector,sporadic.endemic,%_cases_modelled,cases_per_yearx,spillover_rate_outbreaks,outbreaks_per_year,cases_per_year,Ecoregion,Eco_code,Continent,continent_code,Location,first.date,R0,R0_ref,total_area,total_pop_at_risk,mean_lon,mean_lat,Incubation.low,Incubation.high,acute_low,acute_high,CFR.low,CFR.high,proportion.of.recovered.that.are.immmune,X..chronic.carrier,Chronicduration_low,Chronicduration_high,chronic.morbidity,Convalescence_length...non.infectious.recovery,reference,notes,reference,test1
211,francisella tularensis tularensis,"US,CA",bacteria,francisella,Tularemia (Type A),marmota,mammalia,,,"chrysops,dermacentor variabilis,dermacentor andersoni,amblyomma americanum",,HOST->VECTOR->HUMAN,1.5,30,200,BACTERIA,HOST->VECTOR->HUMAN,HV,,0,no,Y,ENDEMIC,100,200,0.000000602,,200,TE,2,NthA,1,"US,CA",,0,,1825247,332116956,-104.0195,49.3515,1,14,14,21,1.5,30,90,0,0,0,0,0,http://www.cdc.gov/tularemia/statistics/state.html,,http://www.cdc.gov/tularemia/statistics/state.html,79
212,francisella tularensis holarctica,"RU,SE,FI,NO",bacteria,francisella,Tularemia (Type B),"castor canadensis,castor canadensis,lepus,lepus,lepus,ondatra zibethicus,ondatra zibethicus",mammalia,,,"chrysops,ochlerotatus sticticus,aedimorphus vexans,ochlerotatus punctor,ixodes liberelis,dermacentor marginatus",,HOST->VECTOR->HUMAN,55,55,98.08350827,BACTERIA,HOST->VECTOR->HUMAN,HV,,0,no,NEEDS HOSTS,ENDEMIC,100,98.08350827,0.000000602,,98.08350827,TE,2,"EU,AS","3,5","RU,SE,FI,NO",,0,,1740211,162875981,36.74275,62.41375,1,14,14,21,55,55,90,0,0,0,0,0,http://www.cdc.gov/tularemia/statistics/state.html,,http://www.cdc.gov/tularemia/statistics/state.html,78
213,usutu,"SN,CF,NG,UG,BF,CI,MA,IT,AT",flavivirus ,flavivirus ,Usutu virus fever,"bycanistes sharpei,andropadus virens,turdus libonyanus,turdus merula,sylvia communis,sylvia curruca,sylvia borin (garden warbler),falco tinnunculus,circus aeruginosus,delichon urbica,acrocephalus scirpaceus,ficedula hypoleuca,hirundo rustica",aves,,,culex pipiens,,HOST->VECTOR->HUMAN->HUMAN,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4306835/,226
214,everglades,US,alphavirus,alphavirus,VEE,"peromyscus gossypinus,sigmodon hispidus",mammalia,,,culex cedecei,,HOST->VECTOR->HUMAN,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"anibodies in native peoples ref: Medical and Veteriry Entomology by Gary R. Mullen,Lance A. Durden ref: http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3291350/",73
215,venezuelan equine encephalitis,"US,MX,BZ,GT,HN,SV,NI,CR,PA,CO,VE,EC,PE,BO",alphavirus,alphavirus,Venezuelan Equine Encephalitis,"heteromys,oligoryzomys,oryzomys,sigmodon,zygodontomys,peromyscus",mammalia,,,"stegomyia aegypti,ochlerotatus angustivittatus,ochlerotatus sollicitan,ochlerotatus scapularis,ochlerotatus serratus,culex tritaeniorhynchus,ochlerotatus thelcter,anopheles aquasalis,anopheles crucians,anopheles neomaculipalpus,anopheles pseudopunctipennis,anopheles punctimacula,culex ocossa,culex corniger,culex nigripalpus,culex quinquefasciatus,culex tarsalis,deinocerites pseudes,mansonia dyari,mansonia titillans,psorophora ciliata,psorophora cilipes,psorophora confinnis,psorophora cyanescens",,HOST->VECTOR->HUMAN,0.5,0.5,2083.333333,VIRUS,HOST->VECTOR->HUMAN,V_H,HOST NOT MODELLED,0,no,Y,SPORADIC,100,2083.333333,0.00000402,,2083.333333,TR,1,"NthA,SA","1,2","US,MX,BZ,GT,HN,SV,NI,CR,PA,CO,VE,EC,PE,BO",1938,0,,1614036,518208413,-83.12371429,9.956928571,2,3,7,7,0.5,0.5,100,0,0,0,0,14,Werthiem,,"Deardorff ER,Forrester NL,Travassos da Rosa AP,et al. Experimental Infection of Potential Reservoir Hosts with Venezuelan Equine Encephalitis Virus,Mexico. Emerging Infectious Diseases. 2009;15(4):519-525. doi:10.3201/eid1504.081008.Werthiem",227
216,guanarito,VE,arenavirus ,arenavirus ,Venezuelan hemorrhagic fever,"calomys callosus,zygodontomys brevicauda,tatera,otomys,acomys,lophuromys",mammalia,,,,,HOST->HUMAN,23.1,30,36.35294118,VIRUS,HOST->HUMAN,H,,0,no,N,SPORADIC,100,,,,,TR,1,SA,2,VE,1990,0,,88205,26725573,-66.166,7.125,10,10,14.16666667,14.16666667,33.3,33.3,100,0,0,0,0,2.75,Werthiem,,"ref: Fulhorst CF,Cajimat MN,Milazzo ML,Paredes H,de Manzione NM,Salas RA,Rollin PE,Ksiazek TG (2008). ""Genetic diversity between and within the arenavirus species indigenous to western Venezuela"". Virology. 378: 205–13. NB: endemic to Portuguesa state and Barinas state in Venezuela",81
217,bunyamwera,"SN,GN,CI,NG,CM,CF,UG,KE,MG,ZA",orthobunyavirus,orthobunyavirus,Viral hemorrhagic fever,"thamnomys,rattus,mus,aethomys,thallomys,arvicanthis,dasymys,hybomys,lemniscomys,mylomys,oenomys,pelomys,praomys,hylomyscus,mastomys,zelotomys,leggadina,acomys,colomys,cricetomys,lophuromys,malacomys,saccostomus,uranomys,ochrotomys",mammalia,,,stegomyia aegypti,,HOST->VECTOR->HUMAN,0,0,100,VIRUS,HOST->VECTOR->HUMAN,V_H,HOST NOT MODELLED,0,no,Y,ENDEMIC,100,1000,,,1000,WW,0,AF,4,"SN,GN,CI,NG,CM,CF,UG,KE,MG,ZA",,0,,531765,323234434,14.9557,0.626,10,10,14,14,0,0,100,5,300,300,30,14,Werthiem,"Gonzalez JP, Georges AJ (1988) Bunyaviral fevers: Bunyamwera, Ilesha, Germiston, Bwamba and Tataguine. In: Monath T, editor The Arboviruses: Epidemiology and Ecology. Boca Raton, FL: CRC press.pp. 87–98. (1oth most common - 100 cases of similar in US so guessing at 1000)",widespread - mild; http://www.sciencedirect.com/science/article/pii/S0042682201912012,46
218,leishmania donovani,"SN,GM,GW,GN,SL,LR,CI,GH,ML,BF,TG,BJ,NE,NG,SO,ET,KE,UG,TZ,BI,RW,CD,CG,GA,GQ,CM,CF,SS,SD,TD,MA,DZ,TN,LY,EG,KZ,RU,UZ,TM,TJ,KG,PK,AF,MM,TH,LA,KH,VN,MY,PH,BN",parasite,leishmania,Visceral Leishmaniasis,human,human,"hyraxes, canids, rodents",mammalia,"lutzomyia,phlebotomus",,HUMAN->VECTOR->HUMAN,5,85,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ncbi.nlm.nih.gov/pubmed/8421174,112
219,leishmania infantum chagasi,"CO,VE,GY,SR,GF,EC,BR,PE,BO,CL,AR,PY,UY,BZ,GT,HN,SV,NI,CR,PA,PT,ES,IT,MA,DZ,TN,EG,LY,GR,SL,HR,BA,TR,RO,BG,IR,YE,SA,OM,IQ,TM,AF,CN,UZ,PK,",parasite,leishmania,Visceral Leishmaniasis,human,human,"hyraxes, canids, rodents",mammalia,phlebotomus,,HUMAN->VECTOR->HUMAN,5,85,500000,PARASITE,HOST->VECTOR->HUMAN->HUMAN,H,VECTOR NOT MODELLED NOT ENOUGH DATA,0,rare,Y,ENDEMIC,100,500000,0.000212501,,500000,WW,0,"NthA,SA","1,2","CO,VE,GY,SR,GF,EC,BR,PE,BO,CL,AR,PY,UY,BZ,GT,HN,SV,NI,CR,PA,PT,ES,IT,MA,DZ,TN,EG,LY,GR,SL,HR,BA,TR,RO,BG,IR,YE,SA,OM,IQ,TM,AF,CN,UZ,PK,",,0,,4277821,2352927075,-14.17311111,17.98153333,60,180,0,0,5,85,50,100,300,300,40,14,http://www.ncbi.nlm.nih.gov/pubmed/8421174,,http://www.ncbi.nlm.nih.gov/pubmed/8421174,114
220,west nile,"CA,UA,AR,MX,CU,HT,FR,IT,MA,DZ,TN,CD,DJ,TR,RO,RU,HU,AU,PG",flavivirus ,flavivirus ,West Nile Fever,"ducks,accipiter,aegypius,agelaius,anas,aquila,athene,bonasa,branta,bubo,bubulcus,buteo,butorides,carpodacus,colaptes,corvus,cyanocitta,falco,garrulus,mimus,molothrus,passer,phalacrocorax,pica,parus,quiscalus,turdus,zenaida",aves,,,"ochlerotatus cantan,anopheles maculipennis,anopheles coustani,anopheles subpictus,culex univittatus,culex antennatus,culex modestus,culex vishnui,culex quinquefasciatus,culex weschei,culex modestus,argas hermanni,hyalomma marginatum",,HOST->VECTOR->HUMAN->HUMAN,5,5,3217.888889,VIRUS,HOST->VECTOR->HUMAN->HUMAN,V_H,HOST NOT MODELLED,0,rare,Y,ENDEMIC,100,3217.888889,0.0000004,,3217.888889,WW,0,"NthA,SA,EU,AF,AS","1,2,3,4,5","CA,UA,AR,MX,CU,HT,FR,IT,MA,DZ,TN,CD,DJ,TR,RO,RU,HU",1937,0,,3849886,697318029,7.654894737,26.15384211,2,7,7,7,5,5,100,1,1500,1500,40,14,http://www.ploscompbiol.org/article/info%3Adoi%2F10.1371%2Fjournal.pcbi.1002104,,http://www.ploscompbiol.org/article/info%3Adoi%2F10.1371%2Fjourl.pcbi.1002104,229
221,western equine encephalitis,"CA,US,AR",alphavirus,alphavirus,Western Equine Encephalitis,"ducks,chickens,accipiter,aegypius,agelaius,anas,aquila,athene,bonasa,branta,bubo,bubulcus,buteo,butorides,carpodacus,colaptes,corvus,cyanocitta,falco,garrulus,mimus,molothrus,passer,phalacrocorax,pica,parus,quiscalus,turdus,zenaida,turdus,anser,branta,cereopsis,coscoroba,cygnus,amazonetta,anas,lophonetta,nettapus,speculanas,bonasa,falcipennis,centrocercus,dendragapus,lagopus,tetrao",aves,,,"ochlerotatus dorsalis,ochlerotatus melanimon,culiseta melanura,culex tarsalis",,HOST->VECTOR->HUMAN,5,5,15.58536585,VIRUS,HOST->VECTOR->HUMAN,V_H,HOST NOT MODELLED,,no,Y,ENDEMIC,100,15.58536585,4.20E-08,,15.58536585,TE,2,"NthA,SA","1,2","CA,US,AR",1930,0,,2098916,370864104,-91.06866667,21.10866667,2,7,7,7,5,5,100,0,0,0,0,14,Werthiem,,"CFR 5%,some non-acute cases. 20 cases per year in US. Ref: Medical and Veteriry Entomology by Gary R. Mullen,Lance A. DurdenWerthiem",230
222,ilhéus,"BR,BO",flavivirus,flavivirus,XXX,"ducks,chickens,accipiter,aegypius,agelaius,anas,aquila,athene,bonasa,branta,bubo,bubulcus,buteo,butorides,carpodacus,colaptes,corvus,cyanocitta,falco,garrulus,mimus,molothrus,passer,phalacrocorax,pica,parus,quiscalus,turdus,zenaida,turdus,anser,branta,cereopsis,coscoroba,cygnus,amazonetta,anas,lophonetta,nettapus,speculanas,bonasa,falcipennis,centrocercus,dendragapus,lagopus,tetrao",aves,,,ochlerotatus scapularis,,HOST->VECTOR->HUMAN,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ILHV causes mainly asymptomatic infections in humans with rare reports of encephalitis throughout northern South America.ref: http://dx.doi.org/10.1371/jourl.pntd.0002318,89
223,ljungan,"US,SE,UK",picornivirdea,picornivirdea,XXX,"myodes glareolus,apodemus sylvaticus,microtus agrestis,mus musculus",mammalia,,,,,HOST->HUMAN,0,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ref: http://www.ncbi.nlm.nih.gov/pubmed/24709467,120
224,rocio,BR,flavivirus,flavivirus,XXX,"ducks,chickens,accipiter,aegypius,agelaius,anas,aquila,athene,bonasa,branta,bubo,bubulcus,buteo,butorides,carpodacus,colaptes,corvus,cyanocitta,falco,garrulus,mimus,molothrus,passer,phalacrocorax,pica,parus,quiscalus,turdus,zenaida,turdus,anser,branta,cereopsis,coscoroba,cygnus,amazonetta,anas,lophonetta,nettapus,speculanas,bonasa,falcipennis,centrocercus,dendragapus,lagopus,tetrao",aves,,,"psorophora ferox,ochlerotatus scapularis",,HOST->VECTOR->HUMAN,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"epidemic disease,enviromental change; ref:  Carl J. Mitchell. 2001. ""Rocio encephalitis"" in: Encyclopedia of Arthropod-transmitted Infections of Man and Domesticated Animals,M. W. Service,ed. Wallingford,UK and New York,NY,USA: CABI Publishing. Pp. 434-437.",193
225,yellow,"SN,GM,GW,GN,SL,LR,CI,GH,ML,BF,TG,BJ,NE,NG,CD,CG,GA,GQ,CM,CF,SS,SD,TD,SO,ET,KE,UG,TZ,BI,RW,VE,EC,PE,BO,PY,BR,SR,GY,GF,TT",flavivirus ,flavivirus ,Yellow Fever,human,human,,,"stegomyia aegypti,stegomyia aegypti,stegomyia africana,culex theobaldi,stegomyia opok,haemagogus leucocelaenus,sabethes chloropterus,amblyomma variegatum",,HUMAN->VECTOR->HUMAN,7.5,7.5,2.00E+05,VIRUS,HUMAN->VECTOR->HUMAN,V_H,, ,no,Y,ENDEMIC,100,200000,0.000241573,,200000,TR,1,"SA,AF","2,4","SN,GM,GW,GN,SL,LR,CI,GH,ML,BF,TG,BJ,NE,NG,CD,CG,GA,GQ,CM,CF,SS,SD,TD,SO,ET,KE,UG,TZ,BI,RW,VE,EC,PE,BO,PY,BR,SR,GY,GF,TT",,0,,2879761,827907570,-7.636564103,4.472358974,3,6,3.5,3.5,7.5,7.5,100,15,10,14,40,14,Werthiem,,Werthiem,233
226,zika,"SN,GM,GW,GN,SL,LR,CI,GH,ML,BF,TG,BJ,NE,NG,CD,CG,GA,GQ,CM,CF,SS,SD,TD,SO,ET,KE,UG,TZ,BI,RW,PK,IN,TH,VN,PH,MY,FM,BR,MX,US",flavivirus ,flavivirus ,Zika Fever,human,human,"pan,pongo,gorilla,papio,mandrillus,callicebus,cercopithecus,macaca,saguinus,trachypithecus,alouatta,mico,aotus,presbytis,procolobus,pithecia,sapajus,ateles,hylobates,nomascus,semnopithecus,callithrix,cercocebus,chlorocebus,lophocebus,chiropotes,colobus,papio,rhinopithecus,saimiri",mammalia,"stegomyia aegypti,stegomyia africana,stegomyia apicoargentea,diceromyia furcifer,aedes hensilii,stegomyia luteocephala,fredwardsius vittatus",,HOST->VECTOR->HUMAN->HUMAN,0,0,1.00E+05,VIRUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.paho.org/hq/,235
227,spondweni,"SN,GM,GW,GN,SL,LR,CI,GH,ML,BF,TG,BJ,NE,NG,CD,CG,GA,GQ,CM,CF,SS,SD,TD,SO,ET,KE,UG,TZ,BI,RW",flavivirus ,flavivirus ,Zika Fever,human,human,"pan,pongo,gorilla,papio,mandrillus,callicebus,cercopithecus,macaca,saguinus,trachypithecus,alouatta,mico,aotus,presbytis,procolobus,pithecia,sapajus,ateles,hylobates,nomascus,semnopithecus,callithrix,cercocebus,chlorocebus,lophocebus,chiropotes,colobus,papio,rhinopithecus,saimiri",mammalia,"stegomyia aegypti,stegomyia albopicta",,HUMAN->VECTOR->HUMAN,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Werthiem,210
